cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,cds coordinator contact for data updates,charter funding type,charter number,chief business official,educational program type,fax number,federal charter district id,high grade,last updated,low grade,magnet,mailing address,multilingual instruction,nces_federal school id,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address,year round
39685020126011,San Joaquin,Escalon Unified,Escalon Charter Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685020126011,rchavez@escalonusd.org,Mr. Joel Johannsen Principal (209) 838-3591 jjohannsen@escalonusd.org,39 68502 0126011,Emma Barba (209) 838-3591 Request Data Update(s),Directly funded,1416,Kristin Tiger Chief Business Official (209) 838-3591 ktiger@escalonusd.org,Traditional,(209) 838-6703,0602104,12,"May 23, 2025",K,No,"1520 Yosemite Ave. Escalon, CA 95320-1753",No,13059,"August 20, 2012",(209) 838-3591,Yes,"1520 Yosemite Ave. Escalon, CA 95320-1753 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.escalonusd.org/ Link opens new browser tab,No
39685690132415,San Joaquin,Lincoln Unified,John McCandless Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685690132415,kdextraze@lusd.net,Dawn Archer Principal (209) 888-0160 darcher@lusd.net,39 68569 0132415,Mary Kate Cain (209) 953-8817 Request Data Update(s),Locally funded,1732,Rebecca Hall Associate Superintendent (209) 953-8700 rhall@lusd.net,Traditional,(209) 472-0813,,8,"May 23, 2025",K,No,"915 Rose Marie Ln. Stockton, CA 95207-4129",No,13919,"August 19, 2015",(209) 888-0160,Yes,"915 Rose Marie Ln. Stockton, CA 95207-4129 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.lusd.net Link opens new browser tab,No
39685850101956,San Joaquin,Lodi Unified,Aspire Benjamin Holt College Preparatory Academy,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685850101956,aspirebha@aspirepublicschools.org,Wesley Frakes Principal (209) 955-1477 aspirebha@aspirepublicschools.org,39 68585 0101956,Dao Xiong (209) 331-7127 Request Data Update(s),Directly funded,0565,Mary Cha-Caswell Chief Operating Officer (510) 434-5000 mary.cha-caswell@aspirepublicschools.org,Traditional,(209) 955-1472,0602376,12,"May 23, 2025",9,No,"1001 22nd Ave., Ste. 100 Oakland, CA 94606",No,11341,"July 28, 2003",(209) 955-1477,Yes,"3201 East Morada Ln. Stockton, CA 95212-3110 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org Link opens new browser tab,No
39685850133678,San Joaquin,Lodi Unified,Aspire Benjamin Holt Middle,Intermediate/Middle Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685850133678,aspirebhm@aspirepublicschools.org,Maria Cortez Principal (209) 437-9899 aspirebhm@aspirepublicschools.org,39 68585 0133678,Dao Xiong (209) 331-7127 Request Data Update(s),Directly funded,1782,Mary Cha-Caswell Chief Operating Officer (510) 434-5000 mary.cha-caswell@aspirepublicschools.org,Traditional,(209) 472-7214,0602069,8,"May 23, 2025",6,No,"1001 22nd Ave Ste. 100 Oakland, CA 94606",No,13963,"August 1, 2016",(209) 437-9899,Yes,"3293 East Morada Ln. Stockton, CA 95212-3110 Google Map Link opens new browser tab",Intermediate/Middle Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org Link opens new browser tab,No
39685856118921,San Joaquin,Lodi Unified,Aspire River Oaks Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685856118921,aspirerocs@aspirepublicschools.org,Laura Hawley Principal (209) 956-8100 aspirerocs@aspirepublicschools.org,39 68585 6118921,Dao Xiong (209) 331-7127 Request Data Update(s),Directly funded,0364,Mary Cha-Caswell Chief Operating Officer (510) 434-5000 mary.cha-caswell@aspirepublicschools.org,Traditional,(209) 956-8102,0602452,5,"May 23, 2025",K,No,"1001 22nd Ave., Ste. 100 Oakland, CA 94606",No,10389,"September 10, 2001",(209) 956-8100,Yes,"1801 Pyrenees Ave. Stockton, CA 95210-5207 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org Link opens new browser tab,No
39685856116594,San Joaquin,Lodi Unified,Aspire Vincent Shalvey Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685856116594,aspirevsa@aspirepublicschools.org,Danessa Partin Principal (209) 931-5399 data-contact@aspirepublicschools.org,39 68585 6116594,Dao Xiong (209) 331-7127 Request Data Update(s),Directly funded,0178,Mary Cha-Caswell Chief Operating Officer (510) 434-5000 mary.cha-caswell@aspirepublicschools.org,Traditional,(209) 931-5185,0602476,5,"May 23, 2025",K,No,"1001 22nd Ave., Ste. 100 Oakland, CA 94606",No,08323,"September 7, 1999",(209) 931-5399,Yes,"10038 Hwy. 99 East Frontage Rd. Stockton, CA 95212 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org Link opens new browser tab,No
39685856117675,San Joaquin,Lodi Unified,Joe Serna Jr. Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685856117675,alestrada@lodiusd.net,Alejandra Estrada Principal (209) 331-7809 alestrada@lodiusd.net,39 68585 6117675,Dao Xiong (209) 331-7127 Request Data Update(s),Locally funded,0288,"April Juarez Executive Director, Fiscal Services (209) 331-7121 ajuarez@lodiusd.net",Traditional,(209) 331-7997,,8,"May 23, 2025",K,No,"4620 East Acampo Rd. Acampo, CA 95220-9601",Yes,08617,"September 5, 2000",(209) 331-7809,Yes,"4620 East Acampo Rd. Acampo, CA 95220-9601 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.lodiusd.net Link opens new browser tab,Yes
39685850122580,San Joaquin,Lodi Unified,Rio Valley Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685850122580,heather.marshall@pacificcharters.org,Heather Marshall Director (530) 301-0457 heather.marshall@pacificcharters.org,39 68585 0122580,Dao Xiong (209) 331-7127 Request Data Update(s),Directly funded,1229,Jonathan Chao Chief Business Officer (866) 992-9033 Ext. 3021 jonathan.chao@pacificcharters.org,Traditional,(209) 368-4953,0601765,12,"August 20, 2025",K,No,"2241 Harvard St, Ste. #310 Sacramento, CA 95815-3332",No,12723,"August 16, 2010",(209) 368-4934,Yes,"1110 West Kettleman Drive, Ste. 10 Lodi, CA 95240-6602 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Classroom,www.pacificcharters.org Link opens new browser tab,No
39686270126755,San Joaquin,New Jerusalem Elementary,ABLE Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686270126755,ella.blair@ablecharter.com,Mr. Dan Wright Superintendent dan.wright@ablecharter.com,39 68627 0126755,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Directly funded,1448,Ella Blair Chief Business Officer (209) 478-1600 Ext. 4003 ella.blair@ablecharter.com,Traditional,(209) 856-3113,0601628,12,"May 23, 2025",K,No,"6515 Inglewood Ave. Stockton, CA 95207-3871",No,13064,"September 4, 2012",(209) 478-1600,Yes,"6515 Inglewood Ave. Stockton, CA 95207-3871 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.ablecharter.com Link opens new browser tab,No
39686270132050,San Joaquin,New Jerusalem Elementary,Astronaut Jose' M. Hernandez Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686270132050,ddruliasdaumer@eccacademies.org,Donita Drulias Principal (209) 830-9219 ddruliasdaumer@eccacademies.org,39 68627 0132050,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Directly funded,1731,Carmen Padilla CBO (209) 644-2627 cpad@elconcilio.org,Traditional,Information Not Available,0602581,8,"May 23, 2025",K,No,"703 East Swain Rd. Stockton, CA 95207-3146",No,13884,"August 10, 2015",(209) 830-9219,Yes,"703 East Swain Rd. Stockton, CA 95207-3146 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,http://eccacademies.org Link opens new browser tab,No
39686270127191,San Joaquin,New Jerusalem Elementary,California Virtual Academy @ San Joaquin,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686270127191,info@caliva.org,Ms. April Warren Head of Schools (805) 581-0202 awarren@caliva.org,39 68627 0127191,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Directly funded,1489,Francis Burke Chief Business Official (805) 232-4142 fburke@caliva.org,Traditional,(805) 581-0330,0601990,12,"May 23, 2025",K,No,"50 Moreland Rd. Simi Valley, CA 93065-1800",No,13191,"August 16, 2012",(805) 581-0202,Yes,"50 Moreland Rd. Simi Valley, CA 93065-1800 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,http://cava.k12.com/ Link opens new browser tab,No
39686276119309,San Joaquin,New Jerusalem Elementary,Delta Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686276119309,crickets@njes.org,Cristy Rickets Principal (209) 830-6363 crickets@njes.org,39 68627 6119309,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Locally funded,0393,Billy Wessell Chief Business Officer (209) 740-4699 Ext. 1103 bwessell@njes.org,Traditional,(209) 830-9707,,12,"May 23, 2025",K,No,"31400 South Koster Rd. Tracy, CA 95304-8824",No,10391,"August 28, 2001",(209) 830-6363,Yes,"31400 South Koster Rd. Tracy, CA 95304-8824 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.deltacharter.net Link opens new browser tab,No
39686270136135,San Joaquin,New Jerusalem Elementary,Delta Charter Online,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686270136135,acarey@njes.org,Damon Auchard Principal (209) 830-7167 Ext. 1021 dauchard@njes.org,39 68627 0136135,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Locally funded,1879,Billy Wessell Chief Business Officer (209) 740-4699 Ext. 1103 bwessell@njes.org,Traditional,(209) 830-9707,,12,"May 23, 2025",K,No,"31400 South Koster Rd. Lathrop, CA 95330-8738",No,14183,"August 14, 2017",(209) 830-6363 Ext. 2217,Yes,"31400 South Koster Rd. Tracy, CA 95304-8824 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Virtual,www.deltacharter.net Link opens new browser tab,No
39686270129890,San Joaquin,New Jerusalem Elementary,Delta Home Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686270129890,kreis@njes.org,Amanda Santini Principal (209) 830-6363 Ext. 2241 asantini@njes.org,39 68627 0129890,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Locally funded,1646,Billy Wessell Chief Business Officer (209) 740-4699 Ext. 1103 bwessell@njes.org,Traditional,(209) 830-9707,,12,"May 23, 2025",K,No,"31400 South Koster Rd. Tracy, CA 95304-8798",No,13736,"July 1, 2014",(209) 830-6363,Yes,"31400 South Koster Rd. Tracy, CA 95304-8798 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,www.deltacharter.net Link opens new browser tab,No
39686270136028,San Joaquin,New Jerusalem Elementary,Delta Keys Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686270136028,dauchard@njes.org,Damon Auchard Principal (209) 830-7167 Ext. 1021 dauchard@njes.org,39 68627 0136028,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Locally funded,1878,Billy Wessell Chief Business Officer (209) 740-4699 Ext. 1103 bwessell@njes.org,Traditional,(209) 830-9707,,12,"May 23, 2025",K,No,"31400 South Koster Rd. Lathrop, CA 95330-8738",No,14175,"August 14, 2017",(209) 830-6363 Ext. 2217,Yes,"31400 South Koster Rd. Tracy, CA 95304-8824 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Virtual,www.deltacharter.net Link opens new browser tab,No
39686270133116,San Joaquin,New Jerusalem Elementary,Insight @ San Joaquin,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686270133116,kimodom@k12insightca.org,Ms. Kimberly Odom Senior Head of School (805) 581-0202 kimodom@k12insightca.org,39 68627 0133116,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Directly funded,1762,"Francis Burke Director, Finance (805) 387-2807 fburke@k12.com",Traditional,(805) 581-0330,0602171,12,"May 23, 2025",K,No,"50 Moreland Rd. Simi Valley, CA 93065-1800",No,13952,"September 1, 2015",(805) 581-0202,Yes,"50 Moreland Rd. Simi Valley, CA 93065-1800 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,http://ca.insightschools.net/ Link opens new browser tab,No
39686270117796,San Joaquin,New Jerusalem Elementary,New Jerusalem,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686270117796,asoriano@njes.org,Amy Soriano Principal (209) 835-2597 Ext. 1106 asoriano@njes.org,39 68627 0117796,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Locally funded,1003,Billy Wessell Chief Business Officer (209) 740-4699 Ext. 1103 bwessell@njes.org,Traditional,(209) 835-2613,,8,"May 23, 2025",1,No,"31400 South Koster Rd. Tracy, CA 95304-8824",No,12204,"August 13, 2008",(209) 835-2597,Yes,"31400 South Koster Rd. Tracy, CA 95304-8824 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.newjfalcons.com Link opens new browser tab,No
39686270129916,San Joaquin,New Jerusalem Elementary,Valley View Charter Prep,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686270129916,catherine.wardmikes@pacificcharters.org,Catherine Ward-Mikes Director (209) 822-0988 catherine.wardmikes@pacificcharters.org,39 68627 0129916,Nikki Arabambi (209) 740-4699 Ext. 2379 Request Data Update(s),Directly funded,1644,Jonathan Chao CBO (866) 992-9033 Ext. 3021 jonathan.chao@pacificcharters.org,Traditional,(916) 991-5770,0602478,12,"May 23, 2025",K,No,"2241 Harvard St. Ste. 310 Sacramento, CA 95815",No,13797,"August 11, 2014",(866) 992-9033,Yes,"31400 S Koster Rd. Tracy, CA 95304-8259 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,www.pacificcharters.org Link opens new browser tab,No
39686500125849,San Joaquin,Ripon Unified,California Online Public Schools Northern California,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686500125849,superintendent@californiaops.org,Dr. Richard Savage Superintendent (800) 906-5166 superintendent@californiaops.org,39 68650 0125849,Dana Phelps (209) 599-2131 Request Data Update(s),Directly funded,1398,LaChelle Carter Director of Finance (800) 906-5166 lcarter@californiaops.org,Traditional,(559) 746-0497,0602388,12,"May 23, 2025",K,No,"580 North Wilma Ave., Ste. G Ripon, CA 95366-9514",No,13152,"August 27, 2012",(800) 906-5166,Yes,"580 North Wilma Ave., Ste. G Ripon, CA 95366-9514 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,www.californiaops.org Link opens new browser tab,No
39103970120717,San Joaquin,San Joaquin County Office of Education,one.Charter,County Community,Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39103970120717,csloan@sjcoe.net,"Dr. Connor Sloan Assistant Superintendent, County-Operated Schools and Programs (209) 468-9265 csloan@sjcoe.net",39 10397 0120717,Marlene Acosta (209) 468-9151 Request Data Update(s),Directly funded,1146,Terrell Martinez Deputy Superintendent (209) 468-4807 tmartinez@sjcoe.net,County Community School,(209) 468-4951,0602340,12,"July 22, 2025",K,No,"PO Box 213030 Stockton, CA 95213-9030",No,12462,"August 17, 2010",(209) 468-4847,Yes,"2707 Transworld Dr. Stockton, CA 95206-3948 Google Map Link opens new browser tab",County Community,Link to School Profile,Not Virtual,http://sjcoe.org/onecharter/ Link opens new browser tab,No
39103970124958,San Joaquin,San Joaquin County Office of Education,TEAM Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39103970124958,aphillips@team-charter.org,Angela Phillips Executive Director (209) 462-2282 aphillips@team-charter.org,39 10397 0124958,Marlene Acosta (209) 468-9151 Request Data Update(s),Directly funded,1360,Kristin Padilla Deputy Director (209) 462-2282 kpadilla@team-charter.org,Traditional,(209) 462-5262,0601846,5,"May 23, 2025",K,No,"600 East Main St. Stockton, CA 95202-3029",No,12900,"September 12, 2011",(209) 462-2282,Yes,"600 East Main St. Stockton, CA 95202-3029 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.team-charter.org Link opens new browser tab,No
39103970142539,San Joaquin,San Joaquin County Office of Education,Unbound Stockton Community,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39103970142539,phillip.hon@unboundstockton.org,Phillip Hon School Director (209) 990-6483 phillip.hon@unboundstockton.org,39 10397 0142539,Marlene Acosta (209) 468-9151 Request Data Update(s),Directly funded,2144,Raelin Tamargo Operations Manager (209) 800-6434 info.unboundstockton@gmail.com,Traditional,Information Not Available,0691151,8,"August 20, 2025",4,No,"444 North American St. Stockton, CA 95202-2129",,14716,"July 29, 2025",(209) 800-6434,Yes,"444 North American St. Stockton, CA 95202-2129 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.unboundstockton.org/ Link opens new browser tab,No
39103973930476,San Joaquin,San Joaquin County Office of Education,Venture Academy,County Community,Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39103973930476,jhellstrom@sjcoe.net,Joni Hellstrom Director (209) 468-5940 jhellstrom@sjcoe.net,39 10397 3930476,Marlene Acosta (209) 468-9151 Request Data Update(s),Directly funded,0423,Terrell Martinez Deputy Superintendent (209) 468-4807 tmartinez@sjcoe.net,County Community School,(209) 468-9000,0601963,12,"May 23, 2025",K,No,"PO Box 213030 Stockton, CA 95213-9030",No,10651,"January 2, 2002",(209) 468-5940,Yes,"2829 Transworld Dr. Stockton, CA 95206-3950 Google Map Link opens new browser tab",County Community,Link to School Profile,Not Virtual,www.ventureacademyca.org/ Link opens new browser tab,No
39686760121541,San Joaquin,Stockton Unified,Aspire APEX Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760121541,data-contact@aspirepublicschools.org,Larrise Lane Principal aspireapex@aspirepublicschools.org,39 68676 0121541,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Directly funded,1552,Carly Wallace Financial Analyst (510) 434-5000 carly.wallace@aspirepublicschools.org,Traditional,(209) 466-4290,0602367,5,"May 23, 2025",K,No,"1001 22nd Ave., Ste. 100 Oakland, CA 94606",No,12659,"September 7, 2010",(209) 466-3861,Yes,"2410 Belleview St. Stockton, CA 95206-2129 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org Link opens new browser tab,No
39686760139923,San Joaquin,Stockton Unified,Aspire Arts & Sciences Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760139923,data-contact@aspirepublicschools.org,Alicia De Santiago Principal (209) 337-3010 aspireaasa@aspirepublicschools.org,39 68676 0139923,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Directly funded,2063,Carly Wallace Financial Analyst (510) 434-5000 carly.wallace@aspirepublicschools.org,Traditional,Information Not Available,0602534,5,"May 23, 2025",K,No,"1605 East March Ln Stockton, CA 95210-5667",No,14483,"August 1, 2020",(209) 337-3010,Yes,"1605 East March Ln Stockton, CA 95210-5667 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org Link opens new browser tab,No
39686760118497,San Joaquin,Stockton Unified,Aspire Langston Hughes Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760118497,data-contact@aspirepublicschools.org,Benjamin Nakamura Administrator (209) 943-2389 aspirelha@aspirepublicschools.org,39 68676 0118497,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Directly funded,1048,Carly Wallace Financial Analyst (510) 434-5000 carly.wallace@aspirepublicschools.org,Traditional,(209) 943-2847,0601801,12,"May 23, 2025",6,No,"1001 22nd Ave., Ste. 100 Oakland, CA 94606",No,12244,"August 13, 2008",(209) 943-2389,Yes,"2050 West Ln. Stockton, CA 95205-3358 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org/langstonhughes Link opens new browser tab,No
39686760114876,San Joaquin,Stockton Unified,Aspire Port City Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760114876,data-contact@aspirepublicschools.org,Shelby Schmidt Principal aspirepca@aspirepublicschools.org,39 68676 0114876,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Directly funded,1553,Carly Wallace Financial Analyst (510) 434-5000 carly.wallace@aspirepublicschools.org,Traditional,(209) 943-2901,0602445,5,"May 23, 2025",K,No,"1001 22nd Ave., Ste. 100 Oakland , CA 94606",No,12106,"September 4, 2007",(209) 943-2389,Yes,"2040 West Ln. Stockton, CA 95205-2129 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org Link opens new browser tab,No
39686760108647,San Joaquin,Stockton Unified,Aspire Rosa Parks Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760108647,data-contact@aspirepublicschools.org,Adrina Pulley Administrator (209) 480-1604 aspirerpa@aspirepublicschools.org,39 68676 0108647,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Directly funded,0554,Carly Wallace Financial Analyst (510) 434-5000 carly.wallace@aspirepublicschools.org,Traditional,(209) 465-2690,0602059,5,"May 23, 2025",K,No,"1001 22nd Ave., Ste. 100 Oakland, CA 94606",No,11423,"August 29, 2005",(209) 944-5590,Yes,"1930 South D St. Stockton, CA 95206-2489 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org Link opens new browser tab,No
39686760139865,San Joaquin,Stockton Unified,Aspire Stockton 6-12 Secondary Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760139865,data-contact@aspirepublicschools.org,LaNitra Curtis Principal (209) 208-9900 data-contact@aspirepublicschools.org,39 68676 0139865,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Directly funded,2064,Mary Cha-Caswell Chief Operating Officer (510) 434-5000 Ext. 45023 mary.cha-caswell@aspirepublicschools.org,Traditional,Information Not Available,0602532,12,"May 23, 2025",6,No,"2428 Belleview Ave. Stockton, CA 95206-3319",No,14481,"August 1, 2020",(209) 208-9900,Yes,"2428 Belleview Ave. Stockton, CA 95206-3319 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.aspirepublicschools.org Link opens new browser tab,No
39686760117853,San Joaquin,Stockton Unified,Dr. Lewis Dolphin Stallworth Sr. Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760117853,yellowgree@aol.com,Dr. Robin Moorezaid Principal (209) 948-4511 robinmoorezaid@stallworthcharter.org,39 68676 0117853,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Directly funded,1027,Gayle Stallworth Chief Business Offical (209) 948-4511 gstallworth@stallworthcharter.org,Traditional,(209) 943-5218,0601748,8,"May 23, 2025",K,Yes,"1610 East Main St. Stockton, CA 95205-5521",No,12374,"September 3, 2008",(209) 948-4511,Yes,"1610 East Main St. Stockton, CA 95205-5521 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.stallworthcharter.org Link opens new browser tab,No
39686760123802,San Joaquin,Stockton Unified,Health Careers Academy,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760123802,amata@stocktonusd.net,Aaron Mata Principal (209) 933-7360 Ext. 8670 amata@stocktonusd.net,39 68676 0123802,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Locally funded,1283,Lisa Grant-Dawson Chief Business Official (209) 933-7010 Ext. 2091 lgrantdawson@stocktonusd.net,Traditional,(209) 941-0687,,12,"May 23, 2025",9,No,"931 East Magnolia St. Stockton, CA 95203-2243",No,12644,"August 10, 2011",(209) 933-7360,Yes,"931 East Magnolia St. Stockton, CA 95203-2243 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.stocktonusd.net Link opens new browser tab,No
39686760140616,San Joaquin,Stockton Unified,KIPP Stockton,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760140616,opsadmin@kippnorcal.org,Kimanh Troung-Munoz School Leader (209) 471-9043 opsadmin@kippnorcal.org,39 68676 0140616,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Directly funded,2109,Cory Harris Chief Financial Officer (510) 465-5477 opsadmin@kippnorcal.org,Traditional,Information Not Available,0602563,12,"May 23, 2025",K,No,"742 Dallas Ave. Stockton, CA 95206-2966",No,14579,"August 5, 2021",(209) 888-1686,Yes,"742 Dallas Ave. Stockton, CA 95206-2966 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,http://kippnorcal.org/kipp-stockton Link opens new browser tab,Yes
39686760141358,San Joaquin,Stockton Unified,KIPP University Park,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760141358,opsadmin@kippnorcal.org,Andrea Francis School Leader (209) 793-2088 opsadmin@kippnorcal.org,39 68676 0141358,Michele Huntoon (209) 933-7010 Ext. 2091 Request Data Update(s),Directly funded,2124,Corry Harris Chief Financial Officer (510) 465-5477 opsadmin@kippnorcal.org,Traditional,Information Not Available,0602575,8,"May 23, 2025",P,No,"343 East Main St. Ste. 610 Stockton, CA 95202",No,14623,"August 1, 2022",(209) 741-7924,Yes,"820 North American St. Stockton, CA 95202-1824 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,http://upmiddle.kippnorcal.org/ Link opens new browser tab,Yes
