cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,educational program type,fax number,high grade,last updated,located within the boundaries of this public school district,low grade,mailing address,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address
31668450127779,Placer,Loomis Union Elementary,Sierra Foothills Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=31668450127779,cezeli@sierrafoothillsacademy.org,Mr. Chuk Ezeli Administrator cezeli@sierrafoothillsacademy.org Mr. Chuk Ezeli (Custodian of Records) cezeli@sierrafoothillsacademy.org,31 66845 0127779,Nonpublic Certified School,(916) 259-2794,12,"November 26, 2024",Loomis Union Elementary,K,"6245 King Rd. Loomis, CA 95650-8801","March 22, 2013",(916) 259-2790,No,"6245 King Rd. Loomis, CA 95650-8801 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://sierrafoothillsacademy.org Link opens new browser tab
37683380127811,San Diego,San Diego Unified,Community School of San Diego,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683380127811,admin@pioneerprograms.org,AJ Genovese Other AJ@pioneerprograms.org Emily Riddle (Custodian of Records) admin@pioneerprograms.org,37 68338 0127811,Nonpublic Certified School,(619) 758-9589,8,"October 4, 2023",San Diego Unified,K,"4764 Santa Monica Ave. San Diego, CA 92107-2209","April 1, 2013",(619) 758-9424,No,"4764 Santa Monica Ave. San Diego, CA 92107-2209 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
19649076145437,Los Angeles,Pomona Unified,Walnut Montessori-Preschool Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649076145437,walnutmontessori@gmail.com,Ms. Harvinderpal Vaghela Director palley@walnutmontessori-preschool.com Ms. Nilmini Weerasekara (Custodian of Records) Nilmini@walnutmontessori-preschool.com,19 64907 6145437,Information Not Available,(626) 965-9020,3,"August 26, 2025",Pomona Unified,K,"3457 South Nogales St. West Covina, CA 91792-2701","April 28, 2013",(626) 965-9060,No,"3457 South Nogales St. West Covina, CA 91792-2701 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.WalnutMontessori-Preschool.com Link opens new browser tab
30665066145668,Orange,Fullerton Elementary,Stepping Stones Academy,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30665066145668,admin@steppingstonesacademy.com,Mr. Andrew Kim Administrator andrew@smschool.com Mr. Andrew Kim (Custodian of Records) andrew@smschool.com,30 66506 6145668,Information Not Available,(714) 525-7008,1,"August 22, 2025",Fullerton Elementary,K,"3401 North Harbor Blvd. Fullerton, CA 92835-1643","May 24, 2013",(714) 525-7000,No,"3401 North Harbor Blvd. Fullerton, CA 92835-1643 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,www.steppingstonesacademy.com Link opens new browser tab
77764220128173,Out of State,Out-of-State Nonpublic,Lakemary,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=77764220128173,skelsey@lakemaryctr.org,Shawn Kelsey Site Administrator (913) 369-4857 skelsey@lakemaryctr.org,77 76422 0128173,Nonpublic Certified School,Information Not Available,12,"November 30, 2018",,K,"100 Lakemary Dr. Paola, KS 66071","May 24, 2013",(913) 557-4000,No,"100 Lakemary Dr. Paola, KS 66071 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.lakemaryctr.org Link opens new browser tab
77764220128181,Out of State,Out-of-State Nonpublic,Monarch,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=77764220128181,johnsonl@wingspancg.org,Leigh Johnson Site Administrator johnsonl@wingspancg.org,77 76422 0128181,Nonpublic Certified School,(216) 932-8520,12,"November 30, 2018",,K,"22001 Fairmount Blvd. Shaker Heights, OH 44118","May 24, 2013",(216) 320-8483,No,"22001 Fairmount Blvd. Shaker Heights, OH 44118 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
19648736145791,Los Angeles,Paramount Unified,Calvary Christian Academy of Compton,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648736145791,calvaryeagles7@gmail.com,Mrs. Vonya Wilson Administrator calvaryeagles7@gmail.com Ms. Lillie Thomas (Custodian of Records) calvaryeagles7@gmail.com,19 64873 6145791,Information Not Available,Information Not Available,12,"June 27, 2025",Paramount Unified,K,"15347 Hunsaker Ave. Unit C Paramount, CA 90723-3775","July 13, 2013",(562) 282-6086,No,"15347 Hunsaker Ave. Unit C Paramount, CA 90723-3775 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,Information Not Available
41689240128827,San Mateo,Jefferson Union High,Spectrum Center Peninsula Campus,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41689240128827,aleta.bautista@chancelight.com,Aleta Bautista Director Aleta.Bautista@chancelight.com Ms. Lisa Schiesher (Custodian of Records) registrar@chancelight.com,41 68924 0128827,Nonpublic Certified School,(650) 992-3230,12,"August 19, 2025",Jefferson Union High,K,"830 Rosita Rd. Pacifica, CA 94044-4114","August 28, 2013",(650) 355-9800,No,"830 Rosita Rd. Pacifica, CA 94044-4114 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.spectrumschools.com Link opens new browser tab
77764220128835,Out of State,Out-of-State Nonpublic,"Sorenson's Ranch School, Inc.",K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=77764220128835,mindyt@sorensonsranch.com,Mindy Talbot School Contact (435) 638-1144 mindyt@sorensonsranch.com,77 76422 0128835,Nonpublic Certified School,(435) 638-7582,12,"November 30, 2018",,7,"410 North 100 East Koosharem, UT 84744","July 24, 2013",(435) 638-1144,No,"410 North 100 East Koosharem, UT 84744 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://sorensonsranch.com Link opens new browser tab
07617960128843,Contra Costa,West Contra Costa Unified,"Seneca Family of Agencies, Catalyst Academy",K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=07617960128843,schools@senecacenter.org,Ms. Tannea Nelson Director tannea_nelson@senecacenter.org Ms. Tannea Nelson (Custodian of Records) tannea_nelson@senecacenter.org,07 61796 0128843,Nonpublic Certified School,(510) 317-1426,12,"November 26, 2024",West Contra Costa Unified,2,"1060 Manor Rd. El Sobrante, CA 94803-1336","August 20, 2013",(510) 300-6350,No,"1060 Manor Rd. El Sobrante, CA 94803-1336 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://sites.google.com/senecannps.school/catalyst-academy/home Link opens new browser tab
36678196145957,San Bernardino,Ontario-Montclair,Orion International Academy,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36678196145957,info@orionschools.org,Mrs. Sally Wu Executive Director swu@orionschools.org Dr. Sally Wu (Custodian of Records) swu@orionschools.org,36 67819 6145957,Information Not Available,(626) 400-1234,12,"November 26, 2024",Ontario-Montclair,K,"11255 Central Ave. Ontario, CA 91762-4512","October 8, 2013",(909) 999-0025,No,"11255 Central Ave. Ontario, CA 91762-4512 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.orionschools.com Link opens new browser tab
49709380128892,Sonoma,Sebastopol Union Elementary,Greenacre Homes & School - Gravenstein,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=49709380128892,school@greenacrehomes.org,Danielle Amorelli Administrator dkatz@greenacrehomes.org Ms. Maggie Escamillo (Custodian of Records) school@greenacrehomes.org,49 70938 0128892,Nonpublic Certified School,(707) 823-5070,12,"August 25, 2025",Sebastopol Union Elementary,5,"438 Eddie Ln. Sebastopol, CA 95472","April 1, 2013",(707) 829-1366,No,"1665 Gravenstein Hwy North Sebastopol, CA 95472-2610 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.greenacrehomes.org Link opens new browser tab
19647336145999,Los Angeles,Los Angeles Unified,The School of Los Angeles,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336145999,oliva@school.la,Ms. Nicoli Stamps Administrator stamps@school.la Jane Hannon (Custodian of Records) registrar@school.la,19 64733 6145999,Information Not Available,Information Not Available,12,"November 26, 2024",Los Angeles Unified,6,"6325 Santa Monica Blvd. Los Angeles, CA 90038","October 25, 2013",(323) 462-3752,No,"6361 Santa Monica Blvd. Los Angeles, CA 90038 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.school.la Link opens new browser tab
19647336146013,Los Angeles,Los Angeles Unified,American Unified School of Technology,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336146013,ceo@americanunified.education,Dr. M.A. Wahab Principal ceo@americanunified.education Mrs. Houda Amdouni (Custodian of Records) admission@austc.us,19 64733 6146013,Information Not Available,Information Not Available,12,"January 10, 2025",Los Angeles Unified,6,"17530 Ventura Blvd., Ste 208 Encino, CA 91316-3880","November 6, 2013",(747) 327-8184,No,"17530 Ventura Blvd., Ste 208 Encino, CA 91316-3880 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.austc.us Link opens new browser tab
19647336146039,Los Angeles,Los Angeles Unified,Faith Christian School PSP,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336146039,administration@faithpsp.org,Mrs. Julie Simpson Director julies@faithpsp.org Natalie Rehurek (Custodian of Records) records@faithpsp.org,19 64733 6146039,Information Not Available,Information Not Available,12,"October 8, 2024",Los Angeles Unified,K,"28073 Braidwood Dr. Rancho Palos Verdes, CA 90275-3120","December 14, 2013",(424) 307-5040,No,"28073 Braidwood Dr. Rancho Palos Verdes, CA 90275-3120 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
19734606146021,Los Angeles,Walnut Valley Unified,Institute of Knowledge,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734606146021,school@instituteofknowledge.com,Abdulrahman Hachache Director ahachache@instituteofknowledge.com Sara Bokker (Custodian of Records) school@instituteofknowledge.com,19 73460 6146021,Information Not Available,(909) 594-1472,10,"November 26, 2024",Walnut Valley Unified,K,"1009 Via Sorella Diamond Bar, CA 91789-3929","December 14, 2013",(909) 595-2401,No,"1009 Via Sorella Diamond Bar, CA 91789-3929 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.instituteofknowledge.com/school/ Link opens new browser tab
38684786146054,San Francisco,San Francisco Unified,San Francisco Pacific Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=38684786146054,Info@SFPacificAcademy.org,Mrs. Eleonora Nayberg Head of School Info@SFPacificAcademy.org Mrs. Eleonora Nayberg (Custodian of Records) info@sfpacificacademy.org,38 68478 6146054,Information Not Available,Information Not Available,8,"November 26, 2024",San Francisco Unified,K,"3301 Balboa St. San Francisco, CA 94121-2703","December 14, 2013",(415) 800-0730,No,"3301 Balboa St. San Francisco, CA 94121-2703 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://sfpacificacademy.org/ Link opens new browser tab
39685936146112,San Joaquin,Manteca Unified,Central Valley Christian Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685936146112,office@manteca.school,Mr. Chris Asprelli Administrator casprelli@manteca.church Miss Melanie Tanqueco (Custodian of Records) mtanqueco@cvbcmanteca.org,39 68593 6146112,Information Not Available,Information Not Available,12,"May 23, 2025",Manteca Unified,K,"17900 Comconex Rd. Manteca, CA 95336-8102","December 14, 2013",(888) 982-8931,No,"17900 Comconex Rd. Manteca, CA 95336-8102 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.manteca.school Link opens new browser tab
19648816146161,Los Angeles,Pasadena Unified,Tabernacle Of David Christian Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816146161,admin@tdcapasadena.org,Mrs. Judy Chen Administrator jchen@tdcapasadena.org Judy Chen (Custodian of Records) jchen@tdcapasadena.org,19 64881 6146161,Information Not Available,Information Not Available,6,"November 26, 2024",Pasadena Unified,K,"1536 East Washington Blvd. Pasadena, CA 91104-2657","January 10, 2014",(626) 765-5105,No,"1536 East Washington Blvd. Pasadena, CA 91104-2657 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://tdcapasadena.org Link opens new browser tab
33670826146179,Riverside,Hemet Unified,Calvary Chapel Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33670826146179,contaccca@cchemet.com,Mr. Gary Johnson Administrator gary@cchemet.com Mrs. Rosemary Soto (Custodian of Records) rosie@cchemet.com,33 67082 6146179,Information Not Available,(951) 927-1062,5,"November 26, 2024",Hemet Unified,K,"PO Box 5338 Hemet, CA 92544","January 9, 2014",(951) 927-4395,No,"26121 Hemet St Hemet, CA 92544-6431 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://cchemet.org/calvary-chapel-academy/ Link opens new browser tab
49708620129353,Sonoma,Petaluma Joint Union High,Cypress Primary School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=49708620129353,nyates@ucpnb.org,Mr. Nate Yates Director nyates@ucpnb.org Mr. Deepak Timsina (Custodian of Records) dtimsina@ucpnb.org,49 70862 0129353,Nonpublic Certified School,(707) 559-2466,9,"November 26, 2024",Petaluma Joint Union High,1,"1425 N. Mcdowell Blvd, Ste. 200 Petaluma, CA 94954","February 12, 2014",(415) 867-2881,No,"3880 Cypress Dr., Ste. A Petaluma, CA 94954-5613 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.ucpnb.org Link opens new browser tab
38684786146369,San Francisco,San Francisco Unified,Lycee Francais de San Francisco (Ashbury),Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=38684786146369,egrogan@lelycee.org,Ms. Amina Maine Principal amaine@lelycee.org Ms. Sylvie Johnson (Custodian of Records) sjohnson@lelycee.org,38 68478 6146369,Information Not Available,(415) 661-0945,5,"November 26, 2024",San Francisco Unified,K,"755 Ashbury St. San Francisco, CA 94117-4013","February 26, 2014",(415) 213-7623,No,"755 Ashbury St. San Francisco, CA 94117-4013 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.lelycee.org/ Link opens new browser tab
31669446146286,Placer,Tahoe-Truckee Unified,ISchool,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=31669446146286,admin@ischools.us,Dr. Kathryn Kelly Executive Director kkelly@ischools.us Dr. Kathryn Kelly (Custodian of Records) kkelly@ischools.us,31 66944 6146286,Information Not Available,Information Not Available,12,"November 26, 2024",Tahoe-Truckee Unified,K,"503 E Telegraph St Carson City, NV 89701","January 15, 2014",(775) 831-2423,No,"1070 Canterbury Dr. Kings Beach, CA 96143 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.ischools.us Link opens new browser tab
37682216146260,San Diego,National Elementary,Bethel Academy,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682216146260,parlenev@yahoo.com,Mrs. PRISCILLA VALDEZ Administrator parlenev@yahoo.com Mrs. Priscilla Valdez (Custodian of Records) parlenev@yahoo.com,37 68221 6146260,Information Not Available,(619) 477-8093,6,"November 26, 2024",National Elementary,K,"1200 East 8th St. National City, CA 91950-2548","January 15, 2014",(619) 477-8092,No,"1200 East 8th St. National City, CA 91950-2548 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,Information Not Available
42767866146328,Santa Barbara,Santa Barbara Unified,The Knox School of Santa Barbara,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=42767866146328,info@knoxschoolsb.org,Zee Liu Administrator info@knoxschoolsb.org Zee Liu (Custodian of Records) info@knoxschoolsb.org,42 76786 6146328,Information Not Available,Information Not Available,8,"September 6, 2025",Santa Barbara Unified,K,"1525 Santa Barbara St Santa Barbara, CA 93101-1917","January 15, 2014",(805) 222-0107,No,"1525 Santa Barbara St Santa Barbara, CA 93101-1917 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,Information Not Available
30736430129429,Orange,Tustin Unified,Port View Preparatory - TUSTIN,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30736430129429,emiguel@portviewpreparatory.com,Edward Miguel Site Administrator (714) 617-5494 emiguel@portviewpreparatory.com Mrs. Lisa Odendaal (Custodian of Records) lodendaal@portviewpreparatory.com,30 73643 0129429,Nonpublic Certified School,(714) 485-3048,12,"November 26, 2024",Tustin Unified,K,"1361 Valencia Ave Tustin, CA 92780-6459","March 3, 2014",(714) 463-6390,No,"1361 Valencia Ave Tustin, CA 92780-6459 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.portviewpreparatory.com Link opens new browser tab
19645016146518,Los Angeles,El Monte City,New Life Christian School,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19645016146518,valgauthier35@gmail.com,Mrs. Valerie Gauthier Administrator valgauthier35@gmail.com Mrs. Valerie Gauthier (Custodian of Records) valgauthier35@gmail.com,19 64501 6146518,Information Not Available,Information Not Available,12,"December 5, 2024",El Monte City,K,"3523 Meeker Ave El Monte, CA 91731-3213","March 22, 2014",(626) 374-7716,No,"3523 Meeker Ave El Monte, CA 91731-3213 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://nlcselmonte.com Link opens new browser tab
19647336146484,Los Angeles,Los Angeles Unified,Little Acorns Grow,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336146484,littleacornsgrow@yahoo.com,Mrs. Melanie Martin Head of School littleacornsgrow@yahoo.com Melanie Martin (Custodian of Records) littleacornsgrow@yahoo.com,19 64733 6146484,Information Not Available,Information Not Available,2,"November 26, 2024",Los Angeles Unified,K,"19000 Saticoy St. Reseda, CA 91335-2519","March 22, 2014",(818) 516-7603,No,"19000 Saticoy St. Reseda, CA 91335-2519 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.littleacornsgrow.net Link opens new browser tab
36676526146468,San Bernardino,Chaffey Joint Union High,Amazing Stars Academy United,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36676526146468,torresmaritza0711@gmail.com,Ms. Maritza Torres Administrator torresmaritza0711@gmail.com Maritza Torres (Custodian of Records) asacademyunited@gmail.com,36 67652 6146468,Information Not Available,Information Not Available,12,"August 19, 2025",Chaffey Joint Union High,K,"1100 Avenida Mercado St., Apt 1101 Austin, TX 78652","March 22, 2014",(512) 787-0318,No,"14004 Ticonderoga Ct Fontana, CA 92336-3518 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.asacademyunited.com/ Link opens new browser tab
77764220129486,Out of State,Out-of-State Nonpublic,Change Academy at the Lake of Ozarks (CALO),K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=77764220129486,amayer@ca-lo.com,Abby Mayer Administrator (573) 745-7396 amayer@ca-lo.com,77 76422 0129486,Nonpublic Certified School,(573) 365-2224,12,"November 30, 2018",,3,"130 Calo Ln. Lake Ozark, MO 65049","September 23, 2013",(573) 365-2221,No,"130 Calo Ln. Lake Ozark, MO 65049 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.caloteens.com Link opens new browser tab
19647336146591,Los Angeles,Los Angeles Unified,Yeshiva Ketana of Los Angeles,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336146591,office@ykla.org,Rabbi Aryeh Davidowitz Head of School rabbiadavidowitz@ykla.org Mrs. Tamara Yuz (Custodian of Records) tyuz@ykla.org,19 64733 6146591,Information Not Available,Information Not Available,8,"November 26, 2024",Los Angeles Unified,K,"12041 Burbank Blvd. Valley Village, CA 91607-1853","April 9, 2014",(818) 766-7610,No,"12041 Burbank Blvd. Valley Village, CA 91607-1853 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,http://ykla.org Link opens new browser tab
19648816146567,Los Angeles,Pasadena Unified,Fusion Academy Pasadena Downtown,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816146567,RPark@fusionacademy.com,Ms. Ruth Park Administrator RPark@fusionacademy.com Ms. Ruth Park (Custodian of Records) RPark@fusionacademy.com,19 64881 6146567,Information Not Available,(626) 500-0050,12,"September 15, 2025",Pasadena Unified,6,"35 North Lake Ave., Ste. 160 Pasadena, CA 91101-1894","April 9, 2014",(626) 500-0050,No,"35 North Lake Ave., Ste. 160 Pasadena, CA 91101-1894 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.fusionacademy.com/campuses/pasadena-downtown Link opens new browser tab
33670336146500,Riverside,Corona-Norco Unified,Grace and Glory Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33670336146500,info@graceandgloryacademy.org,Mr. Brad Roekle Superintendent brad@graceandgloryacademy.org Mrs. Michaela Roekle (Custodian of Records) michaela@graceandgloryacademy.org,33 67033 6146500,Information Not Available,Information Not Available,12,"November 26, 2024",Corona-Norco Unified,K,"4435 Leonard Way Corona, CA 92883-0675","April 9, 2014",(951) 638-4170,No,"4435 Leonard Way Corona, CA 92883-0675 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.graceandgloryacademy.org Link opens new browser tab
50755646146658,Stanislaus,Oakdale Joint Unified,Oakdale Christian Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=50755646146658,welcome@oakdalechristian.net,Mr. Cy Cole Executive Director ccole@oakdalechristian.net Mr. Cy Cole (Custodian of Records) ccole@oakdalechristian.net,50 75564 6146658,Information Not Available,Information Not Available,12,"August 6, 2025",Oakdale Joint Unified,K,"Po Box 35 Oakdale, CA 95361","April 10, 2014",(209) 846-1870,No,"10055 Valley Home Rd. Oakdale, CA 95361 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.oakdalechristian.net Link opens new browser tab
19734370129502,Los Angeles,Compton Unified,Epiphany Academy,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734370129502,Staff@epiphanyacademy.org,Kimberly Johnson-Thomas Administrator Kjohnsonthomas@epiphanynps.org Brenda Jimenez (Custodian of Records) Bjimenez@epiphanyacademy.org,19 73437 0129502,Nonpublic Certified School,(310) 742-0242,12,"August 20, 2025",Compton Unified,5,"302 North Long Beach Blvd. Compton, CA 90221-2869","March 1, 2014",(310) 885-1469,No,"302 North Long Beach Blvd. Compton, CA 90221-2869 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,Information Not Available
41690396146781,San Mateo,San Mateo-Foster City,Centennial Montessori School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41690396146781,info@centennialmontessori.org,Ms. Kristin McAlister Head of School kristi@centennialmontessori.org Mrs. Kristin Mcalister (Custodian of Records) kristi@centennialmontessori.org,41 69039 6146781,Information Not Available,Information Not Available,6,"August 28, 2025",San Mateo-Foster City,1,"27 10Th Ave. San Mateo, CA 94401","April 24, 2014",(650) 340-1230,No,"6 10Th Ave. San Mateo, CA 94401 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.centennialmontessori.org Link opens new browser tab
43693856146724,Santa Clara,Cambrian,Learning Pathways Kindergarten,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43693856146724,office@learningpw.com,Mr. Wesley Beatty Director office@learningpw.com Michelle Beatty (Custodian of Records) contactus@learningpw.com,43 69385 6146724,Information Not Available,(408) 559-7285,K,"November 26, 2024",Cambrian,K,"4115 Jacksol Dr., Bldg 3 San Jose, CA 95124-2358","April 24, 2014",(408) 559-7284,No,"4115 Jacksol Dr., Bldg 3 San Jose, CA 95124-2358 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,www.learningpw.com Link opens new browser tab
19647336146831,Los Angeles,Los Angeles Unified,Los Angeles Christian Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336146831,losangeleschristianacademy@gmail.com,Mr. William Ellison Pacba Principal losangeleschristianacademy@gmail.com Mr. William Ellison Pacba (Custodian of Records) losangeleschristianacademy@gmail.com,19 64733 6146831,Information Not Available,Information Not Available,12,"November 26, 2024",Los Angeles Unified,1,"4622 Wadsworth Ave Los Angeles, CA 90011-9001","April 30, 2014",(323) 336-1995,No,"4622 Wadsworth Ave Los Angeles, CA 90011-9001 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://losangelesbaptist.org/laca Link opens new browser tab
15635036147383,Kern,Greenfield Union,Nigritian Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=15635036147383,admin@nigritianacademy.com,Reverend Christina Lee Mooney Gladney Principal admin@nigritianacademy.com Rev. Christina Lee Mooney Gladney (Custodian of Records) admin@nigritianacademy.com,15 63503 6147383,Information Not Available,(413) 480-2271,12,"August 8, 2025",Greenfield Union,K,"1828 Verbena Dr. Bakersfield, CA 93304-6984","September 13, 2004",(661) 748-3278,No,"1828 Verbena Dr. Bakersfield, CA 93304-6984 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.NigritianAcademy.com Link opens new browser tab
33670336147433,Riverside,Corona-Norco Unified,Mount Carmel Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33670336147433,info@mt-carmelacademy.com,Jennifer Brooks Director admin@mt-carmelacademy.com Jennifer Brooks (Custodian of Records) admin@mt-carmelacademy.com,33 67033 6147433,Information Not Available,Information Not Available,12,"November 26, 2024",Corona-Norco Unified,8,"2241 Coriander Cir. Corona, CA 92879-7791","May 1, 2014",(951) 369-6901,No,"2241 Coriander Cir. Corona, CA 92879-7791 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.mt-carmelacademy.com/ Link opens new browser tab
36676786147581,San Bernardino,Chino Valley Unified,Kingdom Generation School,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36676786147581,office@kgschool.org,Mrs. Analia Cavalieri Acosta Administrator ac.acosta@kgschool.org Mrs. Raquel Leon (Custodian of Records) rleon@kgschool.org,36 67678 6147581,Information Not Available,Information Not Available,12,"November 26, 2024",Chino Valley Unified,K,"720 North Turner Ave, Apt 2 Ontario, CA 91764","May 1, 2014",(951) 777-5690,No,"13102 6Th St Chino, CA 91710-4105 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://kgschool.org Link opens new browser tab
